merchant_description;mcc;city;country;amount;date
AMAZON UK* ZL56744D4;5399;LONDON;GB;154.81;2025-12-01
CFF LAUSANNE VOYAGEURS;7011;LAUSANNE;CH;62.98;2025-10-25
FILIALE UNI CARRE;5462;FREIBURG IM B;DE;197.78;2026-01-02
AMAZON UK* Y92CR5D95;5399;LONDON;GB;34.89;2025-12-16
PAYPAL *ASOS COM EU;5621;4029357733;NL;43.03;2026-02-18
FOODORA_AT_EAR3-2446-8;5499;WIEN;AT;135.02;2026-03-03
KASTNER U. OEHLER 8010;5691;GRAZ;AT;24.66;2025-12-01
LOYALTEK;5812;SAINTGILLES;BE;154.57;2025-12-16
32RED;7995;2557466422;MT;180.51;2026-01-24
ARMANI BEAUTY;5977;LEVALLOIS;FR;120.24;2025-12-09
LIME*PAYOFF SERK;4789;LISBOA;PT;50.96;2025-10-02
SUMEGI VAR VENDEGLATAS;5462;SUMEG;HU;8.86;2025-11-18
PP*ALPINSPORT.PL;5655;MIKOLOW;PL;90.57;2025-10-23
WÄLCHLI FESTE AG;5812;AARWANGEN;CH;84.0;2026-01-17
M.A SUPERMERCATI;5411;ROMA;IT;21.64;2026-02-19
LIME*2 UT QGRT;4789;+33974595221;FR;139.76;2026-01-13
TCL 69 LYO;4111;V25311035643�;FR;87.1;2025-09-25
KEREKPAR SZAKUZLET;5940;BAJA;HU;18.25;2025-11-20
GOPAY  *EVECLINIC.SK;5499;ESHOP.EVECLIN;SK;72.95;2026-02-23
KFC/AW #309;5814;WALLA WALLA;US;98.09;2025-10-25
SAINSBURY S ASHFORD CO;5411;ASHFORD;GB;131.75;2026-01-26
DELIJN##HASH##;4111;DL 9TPP46P9;BE;85.16;2026-01-07
PAYPAL *AIRBNB HMH4PWJ5F;7011;35314369001;LU;149.48;2026-01-20
BOLT.EU/O/2409071444;4121;TALLINN;EE;136.14;2025-11-11
SANGIU HFB ECO;5712;SAN GIULIANO;IT;31.92;2025-11-20
TESCO STORES 3693;5411;CARLOW;IE;123.89;2025-10-11
BOLT.EU/O/2405150908;4121;TALLINN;EE;199.44;2025-12-09
AMREST KOFI EOOD;5814;1104 SOFIYA;BG;24.24;2026-02-14
MNK*COUNTY MALL NEWS;5411;CRAWLEY;GB;174.52;2025-10-15
H&M DE0067;5651;MUENCHEN;DE;178.08;2025-12-01
AMIGOS SNOWSPORTS;7999;MARIAZELL  ST;AT;190.33;2025-11-29
O17519791606569443 APP BR;9311;TORINO;IT;141.93;2026-02-21
DEPABAER;6051;SULZ;ES;73.18;2025-10-22
CANTEEN VENDING;5814;MILWAUKEE;US;20.77;2025-11-07
TAMOIL 8079;5542;RIOLO TERME;IT;73.62;2025-11-12
SUMUP  *ZEITGEIST MANN;5812;MANNHEIM;DE;100.86;2026-01-23
TV NOVA 9327322689;4899;PRAHA 5;CZ;141.9;2026-02-07
UBER * AMUSHITANK;5812;NEW TAIPEI;TW;185.37;2026-01-14
AMAZON UK* ZG8PL0UM4;5399;LONDON;GB;169.74;2025-10-02
476 - CF AVE SANTS;5814;VALDIVIA, PLA;ES;183.84;2025-10-09
TV NOVA 6153072119;4899;PRAHA 5;CZ;146.35;2025-11-03
CRETYA UBUD 444517;5999;GIANYAR;ID;23.72;2026-03-13
JIDELNA U POLIKLINIKY;5814;KLADNO;CZ;113.06;2025-12-05
LIME*2 RIDES E3TD;7519;BULGARIA;BG;109.3;2026-02-10
GOPAY  *JHMOBIL.CZ;4812;ORLOVA;CZ;90.46;2026-03-24
ACS*21127996 THREE;4814;ROTTERDAM;NL;96.48;2025-12-16
MOONPAY*STAKE 5679;6051;DUBILN;IE;107.7;2025-10-21
CP CC LARIOS CENTRO;7523;MALAGA;ES;52.46;2025-09-27
VIPPS*GINTARE STONKUTE;4829;OSLO;NO;68.44;2025-10-01
STADT WIEN MA 44 THERESIE;9399;WIEN;AT;109.15;2026-01-01
SQSP* DOMAIN#204590789;7372;NEW YORK;US;31.13;2025-12-01
88330833 ZINZINO;5499;VAESTRA FROEL;SE;21.39;2025-12-01
32RED;7995;2576035351;GB;134.99;2026-03-06
LIME*TRAJET NJIH;4789;33974595221;FR;136.79;2026-01-13
GOPAY *PAULMITCHELL.CZ;5977;PRAHA;CZ;114.16;2025-10-17
NAO POOL CLUB;5812;MARBELLA;ES;149.91;2025-12-11
RENEWABLEUK;7922;LONDON;GB;49.99;2025-09-29
REBOLT NONPROFIT KFT.;5931;BUDAPEST;HU;161.98;2025-09-29
NYX*VENDINGWORK;5499;GRONINGEN;NL;141.6;2025-12-11
SLOVAK PARCEL SERVICE,;4215;IVANKA PRI DU;SK;67.1;2025-12-17
PRINTFUL INC. 96084456;5691;818-3517181;US;125.7;2025-12-19
PAYPAL *WOW 5CC55 LIVE;4899;35314369001;DE;41.85;2026-03-05
NOW 992E0 SKY SPOR;5815;LONDON;GB;144.22;2025-12-11
AMAZON UK* LV16V9B65;5399;LONDON;GB;165.23;2026-01-18
TRANSITBAR C4 T1;5812;MUENCHEN-FLUG;DE;33.89;2026-02-09
AMAZON UK* ZC6B37M74;5399;LONDON;GB;49.22;2026-02-21
PRESTO FARE/##HASH##;4111;TORONTO;CA;123.08;2026-01-05
FOODORA_AT_BIK2-2535-N;5499;WIEN;AT;129.99;2025-11-08
6C4A4 ENTS;4899;DUBLIN 4;IE;154.54;2025-12-05
AMFM VENDING SLU;5499;LAS PALMAS DE;ES;154.12;2026-02-01
AQUALAND COSTA ADEJE;7832;COSTA ADEJE;ES;106.92;2026-03-22
DELIJN##HASH##;4111;DL KIV9992H;BE;146.32;2026-01-12
WOW 9B443 ENTERTAI;4899;UNTERFOEHRING;DE;88.44;2026-03-19
STARBUCKS 11828;5814;ANDERSON;US;188.75;2025-12-25
YAKINIKU LIKS SOHO;5812;447889493351;GB;6.79;2025-10-06
AUCHAN SOROKSAR;5311;BUDAPEST;HU;110.92;2026-01-20
ALBERT HEIJN 1061;5411;AMSTERDAM;NL;136.27;2026-01-19
PAYPAL *SPOTIFY*P3B183E;5815;35314369001;SE;90.84;2026-02-19
FOODORA_AT_LLIG-2519-N;5499;WIEN;AT;67.57;2026-02-02
FOODORA_AT_J6ES-2539-OJUM;5499;WIEN;AT;72.82;2026-02-13
WWW.AMAZON.* E23TT92S;5399;5  1401865794;GB;83.64;2026-01-03
KOVACS BUDAPEST;5039;BUDAPEST;HU;81.23;2025-12-28
CC* CRUMBL NORTHRIDGE;5462;CRUMBLCOOKIES;US;56.06;2026-03-20
GOPAY  *ELEKTROSHOCK.C;4812;PRAHA;CZ;23.18;2026-01-26
MULTIPHARMA 157;5912;VILVOORDE;BE;199.33;2025-10-02
SQSP* DOMAIN#195255062;7372;NEW YORK;US;36.38;2026-01-05
GOPAY  *UNDERARMOUR.SK;5651;PRAHA 6;CZ;10.94;2025-11-24
STARBUCKS 20630;5814;WAYNE;US;178.43;2026-01-22
FACEBK* SYPKP3YEP2;7311;MENLO PARK;US;133.42;2025-11-29
AMAZON UK* U72OG1IG5;5399;LONDON;GB;148.33;2025-11-10
WWW.CAMILE.IE;5812;DUBLIN 24;IE;105.65;2026-01-24
ETSY.COM*SPARKLINGCHERRYS;5399;LONDON;GB;45.28;2025-10-20
X5074 HAYU MON;5815;DUBLIN 4;IE;170.85;2025-11-01
WOW C29B5 CINEMA M;4899;UNTERFOEHRING;DE;101.44;2026-01-09
MEDWAY COSTA;5812;GILLINGHAM, K;GB;72.36;2025-10-20
APOTHEKE ANDREAS HOFER;5912;INNSBRUCK;AT;92.57;2025-12-08
TV NOVA 8751528409;4899;PRAHA 5;CZ;152.72;2025-12-03
MARIACASINO;7995;2245684160;MT;85.94;2026-02-07
ALDI SUED;5411;BREISACH;DE;39.01;2025-11-21
O17631107811688416 APP BR;9311;TORINO;IT;170.44;2026-03-16
TFL TRAVEL CHARGE;4111;TFL.GOV.UK/CP;GB;187.71;2026-02-16
STOCK#3E667BAB-26D0-45DF-;5815;37256976720;EE;41.39;2025-11-08
MTA*NYCT PAYGO;4111;NEW YORK;US;17.01;2025-12-05
BOLT.EU/O/2511230146;4121;TALLINN;EE;137.86;2026-03-06
MARKS&SPENCER PLC SACA;5411;CORBY;GB;188.4;2025-11-03
GOOGLE *GOOGLE ONE;7372;G.CO/HELPPAY#;US;126.99;2026-03-20
ES279714458;4829;MADRID;ES;28.77;2025-11-15
MARKS&SPENCER PLC;5411;INTERNET;GB;176.32;2025-10-16
CRV*WDFG BARCELONA T2;5309;MUIDEN;NL;189.61;2026-01-13
AVM 3EB7KJB45HRN4T9;4111;VENEZIA;IT;151.86;2026-03-15
SPILNU;7995;ID:2346530999;DK;88.57;2025-09-30
SPC*UNCLE SMASH;5812;MUNCHEN;DE;187.94;2026-01-06
MEGVA'LTO' GYO'GYSZERT;5912;TATABANYA;HU;148.91;2025-12-20
6486417/IT008-89250290;5814;BOLZANO;IT;59.13;2025-12-11
PODCAST SUBSCRIPTIONS;5734;+14014262467;US;159.78;2025-10-04
TEDI FIL  5816;5651;BERLIN;DE;180.82;2026-02-10
BOLT.EU/O/2601280718;4121;TALLINN;EE;110.15;2025-11-03
ETSY.COM*JWUPLANTS;5699;DUBLIN 1;IE;188.61;2025-10-21
METRO CASH & CARRY PLOVDI;5300;PLOVDIV;BG;100.38;2026-01-15
FOODORA_CZ_SUB-32PHCEJXVH;5499;PRAGUE 8;CZ;190.13;2026-01-01
FOODORA_AT_XQWN-2538-E;5499;WIEN;AT;78.48;2026-02-15
OPIUM MAR;5812;BARCELONA;ES;98.74;2026-02-28
HYPEDROP;7994;#6898472;CY;188.11;2025-10-18
GOPAY  *VENDA.CZ;5399;HTTPS://CS.VE;CZ;74.53;2026-01-08
86E2D ENTS;5815;DUBLIN 4;IE;93.54;2026-01-18
TCL#CUMUL;4111;V24003011957#;FR;5.19;2026-02-22
HELADERIA LP;5813;PUERTO DE LA;ES;80.42;2025-11-19
FLYERALARM;7338;CH250012769 F;CH;156.86;2025-12-29
IHS147545961PA01 2024-;9399;UKVI;GB;20.2;2026-01-27
O17659645368042426 APP BR;9311;TORINO;IT;197.1;2025-10-17
NYX*TESCO;5499;MANCHESTER;GB;49.84;2025-10-18
DELIJN##HASH##;4111;DL OXTT4DUG;BE;68.25;2026-01-02
FOODORA_AT_T6EU-2510-Y;5499;WIEN;AT;86.44;2025-09-29
KAUFLAND CZ  3900;5411;KOLIN;CZ;101.62;2026-02-12
RESTAURANT BLOC;5814;TURKU;FI;5.85;2026-03-14
SEILBAHN ZUGSPITZE;4111;GARMISCH-PART;DE;167.64;2025-11-08
SKYSHOWTIME 09E13 STAN;4899;AMSTERDAM;NL;156.67;2025-11-06
NOW 1562C GB ULTRA;5815;LONDON;GB;50.7;2025-10-30
NYX*FDJSARL;5499;IZERNORE;FR;184.97;2025-10-26
PAYPAL *AIRBNB HMWHW39;7011;35314369001;LU;180.94;2026-02-28
ARAL STATION 286427117;5541;BOPPARD;DE;149.88;2025-12-23
FOODORA_AT_QN5W-4H7M;5499;WIEN;AT;114.82;2025-12-21
NYX*CAFESBIBALVENDING;5814;SAINTAUNES;FR;120.48;2026-01-31
TOOGOODT KJT0G6060T270;5812;TOOGOODTOGO.E;DK;56.61;2026-02-12
SKYSHOWTIME C148A STANDAR;4899;AMSTERDAM;NL;108.62;2026-01-21
SKYSHOWTIME X7473 STANDAR;4899;AMSTERDAM;NL;61.16;2025-11-23
3CKET* 1310645 OROCHI;7399;LISBOA;PT;51.81;2026-02-17
D8FMW9SFN0CG;4111;TOULOUSE CEDE;FR;109.85;2025-10-02
VIPPS * RICHARD MELAND;4829;OSLO;NO;11.99;2025-10-01
TOOGOODT D24VDZYQT4V10;5812;TOOGOODTOGO.E;DK;81.33;2026-02-24
TCL 69 LYO;4111;V26023029473�;FR;19.15;2025-11-19
ALDI SUISSE 90;5411;ZURICH;CH;138.63;2025-10-08
ALENSA MEDICAL;8043;950525315;CZ;40.16;2025-11-09
FRESH TRADE BAAR GMBH;5411;BAAR ZG;CH;172.99;2026-03-03
NYA*COFFEE ADDRESS;5499;52404343;LT;47.22;2025-10-30
TV NOVA 1831723937;4899;PRAHA 5;CZ;166.24;2025-12-04
T & J'S FISH &CHIPS;5812;PAFOS;CY;121.24;2025-10-22
MAXI BAZAR;5200;PARIS;FR;85.21;2026-01-07
ALDI STORES LIMITED;5411;AVIEMORE;GB;133.44;2026-01-17
FOODORA_AT_ALGK-2525-A;5499;WIEN;AT;37.32;2025-09-25
FOODORA_AT_ZAOU-2509-M;5499;WIEN;AT;179.26;2026-02-26
SUMUP  *LANE 13 CAFE LTD;5812;BRAY;IE;32.45;2026-02-01
MCDONALD'S WESTERHAVEN;5814;GRONINGEN;NL;63.28;2025-10-18
TOOGOODT 1QNPCHK6PN460;5812;TOOGOODTOGO.C;DK;155.85;2025-11-05
TCL 69 LYO;4111;V25178027305�;FR;72.66;2025-10-26
F TEX KOLDING;5411;KOLDING;DK;188.77;2025-09-25
FOODORA_AT_L05R-2446-2;5499;WIEN;AT;23.36;2025-10-12
O17516112885805706 APP BR;9311;TORINO;IT;37.06;2025-10-16
DJERBA 5 TDF;5309;AEROPORT DJER;TN;109.81;2025-10-06
LIDL DISCOUNT SRL;5411;TULCEA;RO;140.59;2025-11-27
BREAD.LOVE AL VINAIO;5812;ZÜRICH;CH;55.07;2026-01-28
LIBRAIRIE LE PET;5942;PUNAAUIA - TA;PF;11.3;2026-02-20
CPI*TWIN PARKING FEE;5552;SHEFFIELD;GB;7.59;2026-01-15
VODAFONE.ITRICARICA1CL;4812;MILANO;IT;120.61;2025-12-03
ROSSMANN 2330;5912;HILDESHEIM;DE;102.9;2025-12-25
WWW.AMAZON* 204-743354;5399;14018657948;GB;63.15;2025-11-29
LIBRARIA DE DES;5815;CAMPIA TURZII;RO;29.97;2026-02-01
LIME*AUTH HUBC;4789;496977044733;DE;120.65;2026-01-16
TOOGOODT 7WDWS147VDVZ0;5812;TOOGOODTOGO.B;DK;185.27;2025-09-28
FIRST DATA CONO SUR;6011;S. D. ESTERO ARG;AR;39.13;2025-10-10
WAL-MART #1691;5411;OVERLAND PARK;US;7.51;2026-03-22
FOODORA_AT_UAS8-2519-Q;5499;WIEN;AT;191.57;2026-01-10
TESCO-STORES 6069;5411;LONDON;GB;186.33;2026-02-07
CHECKERSHYPER HELDERBR;5411;SOMERSET WEST;ZA;142.11;2025-10-09
CONAD;5411;GROSSETO;IT;124.22;2026-01-05
LIME*2 COURSES RKMT;4789;PARIS;FR;146.69;2026-02-21
METAPAY*7QBCQ488N2;7311;FB.ME/ADS;IE;192.37;2026-03-15
GOPAY  *FATBROTHERS.CZ;5499;SUCHDOL;CZ;83.67;2025-10-29
RADICAL ZADAR;4225;390645490973;IT;42.64;2026-02-16
PRIMARK ROTTERDAM FORU;5651;U ROTTERDAM;NL;146.78;2026-02-07
NYX*ASOVENDINGSRO;5499;BANSKABYSTRIC;SK;27.36;2025-11-03
VIPPS*FADWA ABDINAASIR;4829;OSLO;NO;151.96;2026-01-01
W M MORRISON PLC;5411;DUNSTABLE;GB;113.65;2025-12-25
LUCU FOOD I MAL;5499;MALMO;SE;175.47;2026-03-23
SKI LENZ;5941;SCHLADMING;AT;22.49;2026-02-27
FOODORA_AT_WW4W-H5V1;5499;WIEN;AT;81.35;2026-02-20
NLOV##HASH##;4111;WWW.OVPAY.NL;NL;95.66;2026-01-15
GUMRD.COM* GRAPPHICS;5192;SAN FRANCISCO;US;149.67;2025-12-28
FUNNY BOYS;5813;SONNELAND;ES;178.0;2025-11-05
HIPODROM;5812;ZAGREB;HR;125.07;2026-01-10
NYX*MIXAVENDINGSRO;5499;NOVYJICIN;CZ;134.7;2026-02-25
MERCADONA LA CERAMICA;5411;ALICANTE ALAC;ES;51.38;2026-02-12
POTRAVINY;5499;LEDEC N/SAZ.;CZ;66.78;2025-09-25
AMAZON UK* 3C4X46JM5;5399;LONDON;GB;185.18;2026-03-06
MAXI ICA STORMARKNAD NYNA;5411;NYNASHAMN;SE;46.72;2025-09-28
FOODORA_AT_Y154-2511-L;5499;WIEN;AT;62.56;2025-11-30
DELIJN##HASH##;4111;DL 1FROMPWL;BE;160.31;2025-11-04
GOPAY  *BAGABAGA.SK;5699;BRATISLAVA;SK;148.11;2025-12-23
BANDCAMPDARKENTRIESR;5815;BANDCAMP.CO;US;136.19;2026-01-20
MALMO KOMMUN;7523;MALMO;SE;9.87;2025-12-29
FARMFOODS 623;5411;WOLVERHAMPTON;GB;27.68;2026-01-04
MCDONALDS;5814;GRENCHEN;CH;69.53;2026-02-03
RIBALTA;5812;NEW YORK;US;133.27;2026-01-12
TOOGOODT VFDSR8YHRDX00;5812;COPENHAGEN;DK;18.87;2026-03-15
DEKUJEME-*##HASH##;4111;HRAD. KRALOVE;CZ;171.77;2025-12-12
USCUSTOMS ESTA APPL PMT;9399;317-715-6776;US;59.09;2025-12-03
GREEN PASTA AMSTETTE;5812;AMSTETTEN;AT;106.64;2026-02-10
RCS RDS BMARE VICTORIE;4814;BAIA MARE;RO;133.68;2025-12-27
TAKKO FASHION 4975;5651;ZVOLEN;SK;40.07;2025-10-01
FORRO'N FAGYI;5812;FORRO;HU;18.21;2025-12-25
JUNGFRAU GASTRONOMIE AG;5812;INTERLAKEN;CH;172.93;2026-01-25
ARABIA TAXI;4121;ABU DHABI;AE;76.04;2025-11-18
EAT TOKYO SOHO;5812;LONDON;GB;117.52;2025-11-10
LA METROPOLE MOB;4111;GJJCBXU7HB0U�;FR;166.0;2026-01-18
PAYPAL *AIRBNB  HMMMZ22;7011;35314369001;GB;127.31;2025-11-30
97J0MO ZENMARKET;4215;OSAKA;JP;144.49;2026-02-25
HAPPYTIGER;7995;ID:2909504719;DK;97.7;2026-03-15
LIME*CORSA LGD5;4789;MILAN;IT;126.47;2026-01-19
ACS*23128976 THREE;4814;ROTTERDAM;NL;13.53;2026-02-22
CITY CADENAZZO 84;5541;CADENAZZO;CH;38.51;2025-11-08
R42ZVB7UU32N;4111;LORIENT;FR;108.08;2025-10-18
ACS*20271142 THREE;4814;ROTTERDAM;NL;114.36;2026-02-11
LIME*2 RIDES NCTZ;4789;BARANGAROO;AU;20.46;2025-09-25
PEPCO 001047 TORUN 7;5311;TORUN;PL;64.49;2025-10-20
VIPPS*FELIX GRANUM SVE;4829;OSLO;NO;121.34;2026-01-25
STADTWERKE VERKEHRSGES.;4111;FRANKFURT AM;DE;72.8;2025-10-22
LIDL-SI 289;5411;GROSUPLJE;SI;32.43;2026-03-15
ETSY.COM - MEVASCH;5699;DUBLIN;IE;11.4;2025-10-03
SUBWAY 15602;5814;BLOOMFIELD;US;129.91;2025-11-05
DIMONIS DE LAVERN;5942;ALBORAYA;ES;52.92;2025-09-26
KFC DUNDALK DT;5814;DUNDALK;IE;150.7;2025-12-19
MYTRIP_UK_MOW680;4722;ONLINE;SE;182.15;2025-12-31
CLAUDATOS SRL;5411;PECICA;RO;177.35;2026-01-09
NYA*MARKIES CATERING;5499;AMSTERDAM;NL;199.28;2025-10-05
LIME*AUTH STXI;4789;302111983348;GR;37.22;2025-11-21
BOLT.EUD2512021529;5812;TALLINN;EE;74.43;2026-03-05
WESTSIDE LILO'S;5812;SELIGMAN;US;156.88;2025-11-18
NYX*VENDINGWORK;5814;GRONINGEN;NL;49.75;2026-02-08
OMNGN*78.95 EUR;5817;LONDON;GB;134.45;2026-03-23
O17645722066102023 APP BR;9311;TORINO;IT;186.25;2025-10-16
INNERGY BV;5811;ZEVENBERGEN;NL;50.61;2026-03-09
DOROBANTU STEFAN CRIST;5999;BELCIUGATELE;RO;73.58;2025-12-10
MICROSOFT-G082559348;5045;MSBILL.INFO;CH;184.14;2026-03-02
TV NOVA 7832708734;4899;PRAHA 5;CZ;171.3;2026-01-18
MERCADONA MARMOLES;5411;MALAGA;ES;197.05;2025-10-16
DAS FALKENSTEIN;7011;KAPRUN     SA;AT;56.12;2026-02-15
AMAZON UK* ZR5W93PO4;5399;LONDON;GB;188.07;2025-11-30
ALBERT HEIJN 1131;5411;SCHAGEN;NL;158.04;2026-01-27
AVM NBJIG2VUUPCN4D6;4111;VENEZIA;IT;128.78;2025-11-16
GOPAY  *ABRAKASTORE.SK;5651;KRAKOVANY;SK;76.66;2025-12-10
SOLITAIRE CASH;7994;908-8276502;US;31.47;2026-02-16
EXPRESS;5411;ROMA;IT;156.19;2025-10-04
SIXT 1012919234;3355;PULLACH;DE;54.42;2026-02-19
SKYSHOWTIME B3A99 STAN;4899;N AMSTERDAM;NL;18.11;2026-01-12
BENZINA CS 0618;5541;UNICOV;CZ;21.99;2026-01-02
TIK TOK;5817;WWW.TIKTOK.CO;IE;21.51;2025-12-29
ETSY.COM*SOCRAFTYSTORE;5699;DUBLIN 1;IE;148.88;2025-09-29
AMAZON UK* ZP0EH06D4;5399;LONDON;GB;44.17;2025-11-18
PROTV 0056004981;4899;BUCHAREST;RO;9.13;2026-01-06
TINO'DI FOGADO';5812;SARVAR;HU;34.4;2025-12-08
NOW DAAEA ULTRA BO;5815;LONDON;GB;166.37;2026-02-22
GLOVO 21SEP NBSLLBPQH;4215;BARCELONA;ES;15.73;2026-02-21
NYX*PIERREBAGUETTESRO;5814;ADONY;HU;27.9;2025-12-20
B A INTER1252165169471;3005;LONDON;GB;135.21;2026-03-12
WAY SPECIALTY COFFEE ROAS;5812;GENT;BE;132.06;2026-02-20
EVIGNET24;5999;4475214503;HU;29.22;2025-10-26
X9108 ENTERTAI;4899;DUBLIN 4;IE;36.18;2025-11-04
AMZNPRIMENL*H52MH6M84;5999;WWW.AMAZON.NL;LU;152.09;2026-02-13
PAAGMAN;5192;'S-GRAVENHAGE;NL;65.06;2026-01-24
TEDI FIL 4401;5651;OFFENBURG;DE;95.53;2026-03-05
FOODORA_AT_UAS8-2530-8;5499;WIEN;AT;11.89;2025-11-21
PAYPAL *CDSSUPERSTO;5251;01752725572;GB;191.11;2025-10-12
CHICKA;5812;YARDLEY;GB;63.21;2025-12-02
LIME*PAYOFF K2JN;4789;302111983348;GR;199.53;2025-11-20
UAB STEIDE IR PARTNERIAI;5039;PALANGA;LT;70.74;2025-11-10
SKYSHOWTIME 9561D SHOWTIM;4899;AMSTERDAM;NL;67.77;2025-12-12
FJORD1 AS T-4000;4111;FLOROE;NO;50.63;2026-01-10
ETSY.COM*STOHLERARTMETALW;5399;LONDON;GB;147.72;2025-10-24
BOLT.EUR2506171220;5812;TALLINN;EE;60.23;2025-11-20
FOODORA_AT_QYMS-JVFG;5499;WIEN;AT;199.3;2026-02-20
PUBLITRANS 2000 UNAT;4111;PITESTI;RO;171.62;2025-11-29
32ROSU;7995;2639519787;MT;113.91;2026-02-06
INDEX STANDARD DMC;7299;DUBAI;AE;111.42;2026-03-03
DOCTOLIB* MME MARIE-AL;8099;LEVALLOIS-PER;FR;158.68;2025-11-30
TV NOVA 4653414437;4899;PRAHA 5;CZ;23.12;2026-02-25
RESTAURANT ALP NOVA;5812;LENZERHEIDE/L;CH;5.89;2025-10-04
DELIJN##HASH##;4111;DL 4YGSEED2;BE;151.82;2025-11-10
E-TABACNICTVI.CZ;5993;PRACHATICE;CZ;101.78;2026-03-11
LIME*RIDE YDOS;4789;BARCELONA;ES;159.04;2026-01-25
FAMILYMART;5499;TOKYO;JP;117.5;2025-11-22
CS POINT JINCE;5541;JINCE;CZ;132.44;2025-12-11
ITINERE SERV.RIST FREC;5812;MILANO     MI;IT;27.76;2025-11-29
PAYPAL *SPOTIFY*P3AB96;5815;35314369001;SE;192.37;2026-03-03
TOOGOODT 8ZJ8JCZT7JF80;5812;TOOGOODTOGO.E;DK;142.17;2025-11-22
FRUEHMESSER TANK PUNKT;5541;LANDAU;DE;114.97;2025-11-08
BOLT.EUD2407021227;5812;TALLINN;EE;80.61;2026-02-23
GOPAY  *MJMODELY.CZ;5970;BRNO;CZ;166.23;2026-03-21
HIGHROLLER;7995;2213034354;MT;160.23;2026-02-26
BOLT.EU/O/2404180654;4121;TALLINN;EE;26.58;2025-12-08
HXZOMAWDQBXR#TISSEO.FR;4111;TOULOUSE CEDE;FR;166.53;2026-03-18
7537.3504.9921 AIB_ECO;7995;VALETTA;MT;110.59;2025-12-31
STADT NORDHORN;7523;NORDHORN;DE;128.49;2026-01-23
AMAZON UK* ZP55C6RF4;5399;LONDON;GB;135.92;2026-02-25
O17456033530368008 APP BR;9311;TORINO;IT;182.59;2025-12-02
DELIJN##HASH##;4111;DL COM86R20;BE;139.1;2026-01-27
GOPAY  $NAHRADNI-DILY-;5533;NAHRADNI-DILY;CZ;147.23;2025-10-08
BERNARDAZZI GRAND HOTEL;7011;CHISINAU;MD;193.26;2026-03-06
AMAZON UK* DY50C1EW5;5399;LONDON;GB;157.97;2025-10-07
GOPAY  *MAXA.CZ;7995;BEROUN;CZ;181.14;2026-03-08
AMADEA MELANTRICHOVA;5947;PRAHA 1;CZ;127.65;2025-10-11
LIME*PAYOFF SOPR;4789;BUCHAREST;RO;192.99;2025-11-21
GUMROAD* EL PUPITRE DO;5192;GUMROAD.COM;US;188.33;2025-12-29
BOLT.EU/O/2507061706;4121;TALLINN;EE;129.89;2026-02-03
GRIMALDI FORUM;7392;MONACO;MC;12.19;2026-03-23
ESTABLIMENTS PYRENEES;5311;ANDORRA LA;AD;159.08;2025-11-25
O17645825214810185 APP BR;9311;TORINO;IT;96.37;2026-02-14
W M MORRISON STORE;5411;CARDIFF;GB;80.07;2025-10-07
E1CE0 ROI BASI;4899;DUBLIN 4;IE;59.01;2026-03-06
AVIS RENT-A-CAR;3389;38445565DE4;DE;87.89;2026-01-07
BAKKER VAN VESSEM;5462;HAARLEM;NL;195.7;2025-12-16
NOW F35D5 BOOST;5815;LONDON;GB;188.59;2025-11-15
LIME*2 COURSES EPUL;4789;SAN FRANCISCO;US;119.35;2025-10-21
FOODORA_AT_Q4ZX-2452-Z;5499;WIEN;AT;125.07;2025-09-29
WAL-MART #5116;5411;LA PORTE;US;187.61;2026-01-27
EGE*VRF67CECB874A3AEC;4722;MANCHESTER;GB;113.27;2025-12-29
ARAL STATION 283093110;5541;UEBACH-PALENB;DE;113.87;2025-12-01
ROMPETROL RC214 ALBA I;5541;ALBA IULIA;RO;180.27;2026-02-22
TV NOVA 6212127771;4899;PRAHA 5;CZ;185.5;2025-09-26
TCL 69 LYO;4111;V25240021939�;FR;154.89;2025-10-28
1 GRAVITY;7230;SINGAPORE 179;SG;33.95;2025-11-05
FAMILYMART;5499;TOKYO;JP;18.68;2025-10-29
NOW X8046 SKY SPOR;5815;LONDON;GB;11.37;2025-12-12
ZAHRADNICTVI S.R.O.;780;RAKOVNIK;CZ;65.22;2026-02-05
TRINITY ARMS;5813;LONDON;GB;67.28;2025-12-03
FOODORA_AT_JNVX-2536-K;5499;WIEN;AT;171.27;2025-10-16
0157AE_8754025O0157AE;4511;ROISSY CDG CE;FR;102.79;2026-01-11
887D8 SPORTS;5815;DUBLIN 4;IE;58.18;2026-03-14
WOW 97BD7 ENTERTAI;4899;UNTERFOEHRING;DE;20.73;2025-10-12
KANTYNA EUROVIA;5814;PRAHA 4;CZ;140.22;2026-03-14
FOODORA_AT_CWLD-2533-X;5499;WIEN;AT;47.87;2025-10-12
VIPPS*BRAGE ROBERT HAN;4829;OSLO;NO;148.4;2025-10-27
NYX*PEAZINOVENDINGLTDCY;5814;LEUKOSIA;CY;7.28;2025-11-26
LA METROPOLE MOB;4111;SKAD45D5U97X�;FR;122.18;2025-10-05
GOPAY  *MEATFLY.CZ;5941;BRNO;CZ;193.7;2025-11-22
AMAZON UK* IB8RJ19Y5;5399;LONDON;GB;47.62;2026-02-24
FOODORA_AT_IHJL-AZA8;5499;WIEN;AT;134.4;2025-10-13
VELKANIVLADIMIR;5411;PALAIO FALIRO;GR;165.59;2026-01-19
