merchant_description;mcc;city;country
H&M RO0053 S. MARE C1;5651;SATU MARE;RO
BENZINA CS 0442;5541;PARDUBICE;CZ
LIME*RIDE LDFX;4789;PARIS;FR
AVATRADE*FEDERICO*OLIVIER;6211;VISA DIRECT;IE
ZARA;5651;BARCELONA;ES
0233.3670.6121 AIB_ECO;7995;VALETTA;MT
PAYPAL *NEXT;5691;07956577731;DE
PAYPAL *AIRBNB HMT3QZ283;7011;4029357733;LU
KONOBA ORSAN;5812;DUBROVNIK;HR
AMAZON UK* ZR5RJ1L64;5399;LONDON;GB
BILLA 608;5411;SLADKOVICOVO;SK
PAYPAL * AIRBNB HMWKRE;7011;4029357733;LU
LIME*PASS VNMG;4789;FRANKFURT;DE
O17458442603423268 APP BR;9311;TORINO;IT
GOOGLE*PLAYRIX GAMES;5734;G.CO/HELPPAY#;SG
LIME*JIZDA F6D3;7519;CZECH REPUBLI;CZ
THE LOCKE BAR;5813;LIMERICK;IE
GOPAY  *TVOJEDARKY.CZ;5947;TVOJEDARKY.CZ;CZ
NYX*SHELLGRALLAWESTBA;5499;GRALLA;AT
NYX*ASOVENDINGSRO;5499;BANSKABYSTRIC;SK
SAVERS HEALTH & BEAUTY;5912;IPSWICH;GB
ZEMYNOS PROGIMNAZIJA;5812;VILNIUS;LT
NORAUTO 22;5533;NEUILLY SUR M;FR
KRUIDVAT 7938;5331;ST. WILLEBROR;NL
DB FERNVERKEHR AG;5812;FRANKFURT;DE
FOODORA_AT_MFF8-2525-3;5499;WIEN;AT
FINNAIR   1052487602368;3042;NEW YORK;US
GOOGLE *CHESS COM;5817;G.CO/HELPPAY#;GB
CCV*BEXPARK B.V.;7523;S-GRAVENHAG;NL
HAMMER STRENGTH FITNES;7997;PRAHA 13;CZ
EURONICS MU SZAKI SZAK;5732;KAPOSVAR;HU
MEGAIMAGE 0295 OBREGI16SG;5411;BUCURESTI;RO
?HILL*2A90819C-989C-43D6-;5815;37256976720;EE
OXZZYFUZ6IQQ;4111;ST BARTHELEMY;FR
SCK COMPANY;5812;SEOUL;KR
PARK INN;7011;BERLIN;DE
TCL#CUMUL;4111;V24034009491#;FR
TFL TRAVEL CH;4111;TFL.GOV.UK/CP;GB
BOOTS 2111;5912;MANCHESTER;GB
SHERATON GRAND HOTEL;5811;DUBAI;AE
TREETOP RESTAURANT;5813;CLONDALKIN;IE
180 - SUPER ZOO;5995;VARNSDORF;CZ
TV NOVA 2901091122;4899;PRAHA 5;CZ
ETSY.COM*MADETOCHERISH1;5399;LONDON;GB
DELIJN##HASH##;4111;DL LU8GOJXE;BE
MINERSTOWN TAVERN;5813;DOWNPATRICK;GB
COOP-1946 MUNCHEN,;5411;MUNCHENSTEIN;CH
OMEGASERVICOS;7392;GOIANIA;BR
SP PERFUME OASIS;5977;443335770308;GB
MOB.PAY*DSB APP;4112;KOEBENHAVN V;DK
WASHINGTON POSTE;5812;PARIS 8;FR
LE VIEUX CHATELET;5812;PARIS;FR
TV NOVA 3927625024;4899;PRAHA 5;CZ
32RED;7995;2620041762;GB
ROUKEYS.COM;5699;33621427415;FR
TWG TEA BOUTIQUE;5812;SINGAPORE;SG
SKYSHOWTIME 3321C SHOW;4899;AMSTERDAM;NL
GOOGLE*HABBY PTE LTD;5816;G.CO/HELPPAY#;US
FEDEX33603357;4215;T08456 070809;GB
O17453329577618428 APP BR;9311;TORINO;IT
ZABKA ZA895 K.1;5499;OZAROW MAZOWI;PL
SAINSBURYS;5411;WELWYN GARD;GB
NYX*DISTRIPLUSEMILIES;5499;BUC;FR
GOPAY  *POKROK.EU;5815;KOSTELEC NAD;CZ
O17508493663016962 APP BR;9311;TORINO;IT
CIPRIANI MARBELLA;5812;MARBELLA;ES
HAPPYTIGER;7995;ID:2799536093;DK
DELIJN##HASH##;4111;DL GJV9XA2I;BE
9DF64 HAYU MON;4899;DUBLIN 4;IE
TRANSAVIAEFDI9K;4511;LUCHTHAVEN SC;NL
MENCHETTI DAL 1948;5499;SAN GIOVANNI;IT
TOOGOODT VWZVPF4CVZ3E0;5812;TOOGOODTOGO.D;DK
ACS*22507113 THREE;4814;PLEASEHELP.IO;NL
4TZCQBJITDBZ;7523;ENFIELD;GB
MERPAGO*MERCADOLIBRE;5251;SARAND ARG;AR
VOYO.SK 2478942760;4899;BRATISLAVA;SK
AMAZON UK* RC8D85955;5399;LONDON;GB
NORMAL HILLERØD;5977;HILLEROED;DK
COMFORT TRANSPORTATION PT;4121;SINGAPORE;SG
LIME*GESLAAGD 7N4O;4789;WALLISELLEN;CH
MCDONALDS 7028;5814;DUBLIN 15;IE
SKYSHOWTIME 2ED22 STANDAR;4899;AMSTERDAM;NL
SANTAROSA SRL SPAZIO CON;5411;VITERBO;IT
ACS*33529364 THREE;4814;3.IE/3TOPUP;NL
ACS*21433273 THREE;4814;0107989541;NL
DELIJN##HASH##;4111;DL TCOUYEO2;BE
FOODORA_AT_IUQX-2513-H;5499;WIEN;AT
ALDI;5411;TRENTHAM;GB
ASDA SUPERSTORE 04510;5411;GLASGOW;GB
TITUS CARPA;5813;BADALONA;ES
KIK FIL  0588;5651;WESSELING;DE
FOODORA_AT_JAWP-2532-L;5499;WIEN;AT
NOW F21C9 ENTERTAI;5815;LONDON;GB
DELIJN##HASH##;4111;DL 17V4MH1R;BE
GOPAY  *NAUCMESE.CZ;8299;KRASNA;CZ
DELTA0067 00670937195482;3058;BRUSSELS;CH
BAMBULE MB 101;5945;MLADA BOLESLA;CZ
LANDESHAUPTSTADT STUTT;9399;OWI000219115/;DE
B090 OSTRAVA;5310;OSTRAVA;CZ
FOODORA_AT_TZ2K-2534-D;5499;WIEN;AT
BEACH ROTANA HOTEL LLC;7011;C ABU DHABI;AE
FOODORA_AT_DYO6-2531-9;5499;WIEN;AT
BB TRADE;5411;KIKINDA;RS
B5B62 SKY SPOR;5815;DUBLIN 4;IE
432 - RIPSKA, BRNO;5977;BRNO;CZ
SHERATON SAMUI RESORT;3503;SURAT THANI;TH
SUCRE CREMAT;5814;TRELAWNY  CAL;ES
BAR TRANSITI IMB MALPE;5812;FERNO;IT
O17655277966607950 APP BR;9311;TORINO;IT
TCL 69 LYO;4111;V25279025268�;FR
EXARING AG;7399;GBHLD-RKBSD G;DE
GOPAY  *AMICI.CZ;5921;HTTPS://AMICI;CZ
POSTA 2241 SP. DUPLEK;7299;SPODNJI DUPLE;SI
ACS*23539800 THREE;4814;ROTTERDAM;NL
GOPAY *BEWOODEN.CZ;5699;BEWOODEN.CZ;CZ
PSND*BAHRUMAND MIRZOASHRA;6012;LONDON;GB
ASDA SUPERSTORE;5411;SKELMERSDAL;GB
TOTAL DEUTSCHLAND GMBH;5541;BRANDENBURG;DE
LIDL 505 EINDHOVEN;5411;EINDHOVEN;NL
SAINSBURY'S S/MKT;5411;COVENTRY;GB
GOPAY  *MIMULO.SK;5999;MIMULO.SK;CZ
LIDL SAGT DANKE;5411;LUDWIGSBURG;DE
LAPOSTE L109270;9402;TROYES CHATRE;FR
NOW 648A1 GB BASIC;5815;LONDON;GB
JRNISHINIHON;4112;OSAKA;JP
TV NOVA 9023963825;4899;PRAHA 5;CZ
LIDL TRE-HERVANTA;5411;TAMPERE;FI
TCL 69 LYO;4111;V26011000174�;FR
SC-VINAYAGAR DEPOT;5411;COMPIEGNE;FR
SKYSHOWTIME AC647 STAN;4899;AMSTERDAM;NL
TOOGOODT X17FBGH9E7DA0;5812;TOOGOODTOGO.C;DK
BRUNELLO CUCINELLI;5651;DUBAI;AE
XSOLLA;5816;GN53CODE;CY
BRICOSTORE CONSTANTA 8;5200;CONSTANTA;RO
O17696881187942265 APP BR;9311;TORINO;IT
FOODORA_CZ FOODORA_CZ_C5Q;5499;PRAGUE 1;CZ
PENNY DANKT;5411;GRAZ;AT
ZARZAD DROG I TRANSP 0;4111;SZCZECIN;PL
PVS*SUPER INT BARCIA N;5411;CAPITAL FEDER;AR
32RED;7995;2499026020;GB
BOLT.EUD2505011435;5812;TALLINN;EE
OCTAPAS;5812;SINGAPORE;SG
HUNGARO KERESKEDOHAZ K;5499;HEREND;HU
AENGELIBECK DS FUEFI U;5462;NIEDERWANGEN;CH
BOLT.EU/R/2504131434;7512;TALLINN;EE
NYX*HAPPYGAMESSL;5499;FUENGIROLA;ES
BOLT.EUD2507080830;5812;TALLINN;EE
OTP1 OTP AELIA AIR C5;5309;OTOPENI;RO
TAKSIDE POS;4121;ISTANBUL;TR
FOODORA_AT_C4QK-2538-8;5499;WIEN;AT
CAMPANILE MARNE;3672;TORCY;FR
ACS*20414214 THREE;4814;0107989541;NL
TOOGOODT 5ZK08XT60K6Y0;5812;TOOGOODTOGO.E;DK
PUENTE ROMANO 7R;5812;MARBELLA;ES
GOPAY  *DIVARIO.SHOP;5651;HUMENNE;SK
LIME*RIDE LCTY;4789;BARCELONA;ES
WWWROHLIKCZ;5411;PRAHA 8 KARLI;CZ
SKLEP SPOZYWCZY;5499;GOSTYNIN;PL
MOL*MULTIECOM GMBH;5691;491788436396;DE
O17519842982136767 APP BR;9311;TORINO;IT
BANDCAMP YORUBA SOUL MI;5735;4152132160;US
GRAB* A-5GLBDC4WWG3K;5812;SOUTH JAKARTA;ID
SUPERMERCATO LIGURIA;5411;GENOVA;IT
PARATIKA*SHOP?NEXT;5734;ISTANBUL;TR
ROSSMANN 2354;5912;OELDE;DE
TURISME DE BARCELONA;4722;EL PRAT DE LL;ES
MYTHERESA.COM EURO1460;5651;0 ASCHHEIM;DE
NEC CATERING INT;5811;BIRMINGHAM;GB
BANDCAMPADIGOLDSTEIN;5815;BANDCAMP.CO;US
TORA ENERGEIA;4900;ATHINA;GR
FOODORA_AT_UAS8-2531-B;5499;WIEN;AT
DOBRE ELENA LAURA;6012;REVOLUT.COM;LT
CRO;6051;VALLETTA;MT
ANAM CARA S C P;5411;LAS PALMAS;ES
SKYSHOWTIME CB837 SHOWTIM;4899;AMSTERDAM;NL
HERMAN MILLER INC;5712;MELKSHAM;GB
EVERSPORTS* MYSTIQUE F;5734;WIEN;AT
SP AGESTOP SWITZERLAND;5977;ZURICH;CH
GIZZMO;5732;LJUBLJANA;SI
TCL 69 LYO;4111;V25148009854�;FR
LIDL DISCOUNT SRL;5411;ARAD;RO
NYX*ALOISDALLMAYRAUTOMAT;5814;SZEREMLE;HU
VIVA*NYNN MONOPROSOPI ANO;3514;PALAIO FALIRO;GR
AMAZON UK* Z97OR5YT4;5399;LONDON;GB
C&A VESZPRÉM 191.;5691;VESZPREM;HU
ORADEA TRANSPORT LOCAL;4789;ORADEA;RO
CARREFOUR-MOE;5411;DUBAI;AE
AL SHAAB ROASTERY;5441;IRBID CENTRAL;JO
BOLT.EU/O/2505211633;4121;TALLINN;EE
KISALLAT ABC;5995;SZEGED;HU
BOOTS 2037;5912;WREXHAM;GB
ACS*23051835 THREE;4814;ROTTERDAM;NL
WAL-MART #2735;5411;SACRAMENTO;US
FOODORA_AT_LO79-2448-J1A7;5499;WIEN;AT
MASO-UZENINY LASTOVKA;5422;PRAHA 8;CZ
KOMPASS HALAL MARKT;5411;LEIPZIG;DE
CAFETERIA TEA TIME EX;5812;ABU DHABI;AE
SKYSHOWTIME 5A025 SHTANDA;4899;AMSTERDAM;NL
DUTY FREE SHOPS;5309;RODOS;GR
BBOX STOCKERAU - DRINK;5499;STOCKERAU  N;AT
AMAZON UK* JJ4NR43M5;5399;LONDON;GB
AMAZON.CO.UK*Z317B6175;5969;AMAZON.CO.UK;GB
JMP S.A. BIEDRONKA 2817;5411;BIALA RAWSKA;PL
DENN'S BIOMARKT HANNOV;5411;HANNOVER;DE
ZOIS GEORGIOS;5331;ATHINA;GR
PAYPAL *AIRBNB  HMCF2CKHE;7011;35314369001;LU
GOPAY  $KACERLE.CZ;5941;KACERLE.CZ;CZ
GOOGLE *NIANTIC INC;5816;G.CO/HELPPAY#;GB
RIZK HALAL FOOD STORE;5411;NINTH LOCK RO;IE
HFB RET IKEA 229 REGEN;5712;REGENSBURG;DE
SKYSHOWTIME AF29A SHTANDA;4899;AMSTERDAM;NL
ELBGOLD ROSTKAFFEE;5812;HAMBURG;DE
SHELL;5541;ST COLUMB MIN;GB
LAURA BOROWSKA-BESZTA;7230;BIALYSTOK;PL
5090.5723.6305 AIB_ECO;7995;VALETTA;MT
KARLSBERGER PUB AS;5813;LONGYEARBYEN;NO
PEACOCK FB65C PREMIUM;4899;212-6640138;US
NONNA VINCENZA;5462;ROMA;IT
KARGOMKT.C* #ID 170079;5812;SHEFFIELD;GB
PROFI ROM FOOD SRL;5411;RESITA;RO
STICHTING PLEIN;7523;S-GRAVENHAGE;NL
AMAZON UK* MF2P82U95;5399;LONDON;GB
HACIENDA PATAGONICA LT;5812;GIBRALTAR;GB
DELIJN##HASH##;4111;DL LEQX1PRO;BE
HAPPYTIGER;7995;ID:1760045079;DK
2BF47 SKY CINE;5815;DUBLIN 4;IE
PAYPAL *SPOTIFY*P3836E;5815;07517591951;SE
COMMERZBANK 00213992;6011;KLEINMACHNOW;DE
VANGOGHMUSEUM GT-26919239;7991;AMSTERDAM;NL
SHELL3685;5541;MENDIG;DE
AYTO S BARTOLOME TIRA;9399;J MASPALOMAS;ES
MACYS  HERALD SQUARE;5311;NEW YORK;US
MONZO * ME NICHOLAS TAC;6012;LONDON;GB
FOODORA_AT_OD1G-A66V;5499;WIEN;AT
LIDL SAGT DANKE;5411;ESSEN         DEU;DE
ZILCH TESCO STORES 5347;8999;GB;GB
DROPBOX*LM2TC2XV5LXT;4816;DB.TT/CCHELP;IE
COOP;5411;LONGYEARBYEN;NO
SELECTA SAS;5499;LE BOURGET;FR
AMAZON UK* IC61N50C5;5399;LONDON;GB
PAYPAL *AIRBNB HMK3Q3TQH;7011;35314369001;LU
FOODORA_CZ_SUB-33RO7OWYBQ;5499;PRAGUE 8;CZ
LIME*PASS 4T6E;4789;BARANGAROO;AU
VIETNAM AIRLINES;4511;HA NOI;VN
ORDINATION DR. ZENAHLI;8011;GRAZ;AT
HOTEL PASEO DE GRACIA;7011;BARCELONA;ES
TV NOVA 1479404352;4899;PRAHA 5;CZ
MALOUA;5812;SAINT JORY;FR
FOODORA_AT_GVHE-2437-6;5499;WIEN;AT
WOW 0ED0C FILME ABO;4899;UNTERFOEHRING;DE
BRINGO;5812;TOFALAU;RO
COUCHE-TARD #1121;5541;DRUMMONDVILLE;CA
200 DEGREES COFFEE SHO;5812;BIRMINGHAM;GB
PRICELINE.COM;4722;NORWALK;US
ADYEN NV;5812;NL-AMSTERDAM;CH
DELIJN##HASH##;4111;DL H7ALKLB5;BE
BR. VAJBAR VINARSTVI;5921;ZAJECI;CZ
TCL 69 LYO;4111;V25220003449�;FR
FIDELITY PRINT;2741;BEDFORD;GB
MPAY SA-MPAY-JASNA 1..;6012;WARSZAWA;PL
LOTUS THAI;5812;REINACH BL;CH
AMAZON UK* Z151K3X84;5399;LONDON;GB
SUNNY CARS GMBH;7512;R. 14539779;DE
WWW.AMAZON.* AZ27T5K85;5399;LUXEMBOURG;LU
GOPAY *PENEPEX.CZ;5719;UHERSKE HRADI;CZ
LIME*RIDE LU5N;7999;18885463345;US
CCV*PONG WEST B.V.;7999;AMSTERDAM;NL
9BFF5 ENTERTAI;4899;DUBLIN 4;IE
AMAZON UK* ZL1HB4FV4;5399;LONDON;GB
APTEKAZDROWIT;5912;BELCHATOW;PL
ZETTLE_*YAKI BOX LTD;5812;LONDON;GB
ALBERT HEIJN 1068;5411;WADDINXVEEN;NL
PAYPAL *AIRBNB HMQME48W3;7011;35314369001;GB
ALNATURA PRODUKTIONS U;5411;BERLIN;DE
MULVEYS HOUSE OF GIFTS;5947;CARRICK ON SH;IE
DELIJN##HASH##;4111;DL XZQX0YYG;BE
BRONCEMAR BEACH;7011;CASTILLO DE C;ES
NAYAX AMUSEMENTS;5814;HUNT VALLEY;US
DEEZEREUROPE DASASW;5815;PARIS;FR
VIGO -PONTEVEDR 11 : 07;4784;A CORU#A;ES
MCDONALD'S;5812;TRENTO;IT
CESKA SPORITELNA, A.S.;6011;PRAHA;CZ
HOTEL PLAYABALLENA;7011;ROTA (CADIZ);ES
ROCAMBOLESCO;5814;PEIRAIAS;GR
TABAK TRAFIK RAINER-LI;5993;WIEN;AT
TUI      -PUXEIROS  13:03;4784;A CORU£A;ES
THE HOME DEPOT #3002;5200;BRENTWOOD;US
PIERRE BAGUETTE;5814;TRNAVA;SK
AMAZING.COM;7392;AUSTIN;US
TONYS TO GO;5812;KREMS AN DER;AT
RDAH6UQUQSAI;4111;TOULOUSE CEDE;FR
TOOGOODT 5JBHWQ5JHBAG0;5812;TOOGOODTOGO.C;DK
HOUSEMARKET AE;5712;MAROUSI;GR
HOLLYWOOD BOWL;7933;TEESIDE LEI;GB
SZOLNOK, JUBILEUM TE'R;4112;SZOLNOK;HU
ROKU FOR EPG;5815;AMSTERDAM;NL
AMAZON UK* ZR1SK4PJ4;5399;LONDON;GB
SQSP* WORKSP#206675629;7372;NEW YORK;US
AMAZON UK* BZ4J97CU5;5399;LONDON;GB
GS STAR GMBH;7011;MUENCHEN;DE
SKYSHOWTIME 6D702 SHOW;4899;AMSTERDAM;NL
CARUSEL CARBURANTI;5541;PESCHICI FG;IT
KOME SVA 33;5411;SOFIYA;BG
EXARING AG;7399;JLHDC-JXJND W;DE
GOPAY  *YUMMYPALEO.CZ;5942;HTTPS://SHOP.;CZ
WWW.OLAJSHOP.HU;5533;SZATOK;HU
MOL 18107;5541;BALASSAGYARMA;HU
ALYLO BAR RESTAURA;5812;SIFNOS;GR
PAYPAL *AIRBNB HMDQYE5JQ;7011;35314369001;LU
LIME*PASS OBYK;4789;WIEN;AT
DELIJN##HASH##;4111;DL 91QSKWV4;BE
LEHENE FLAVIU MIHAI;6012;VILNIUS;LT
DELIJN##HASH##;4111;DL OTCO4HH9;BE
MOONPAY*BCOM 7291;6051;MOONPAY.COM;IE
MERCADONA LAS CALIFORNIAS;5411;MIRANDA DE EB;ES
JETSTARGNRJMQ;3079;COLLINGWOOD;AU
SEEBURG LAKE LUCERNE A;7011;LUZERN;CH
HYPEDROP;7994;8156395;CY
ALDI 56.SZ.;5411;BUDAPEST;HU
GOPAY  *DEDOMA.SK;5712;PRAHA;SK
FOODORA_AT_VT5Y-0EUN;5499;WIEN;AT
KFC KIOSK ORADEA DT;5814;ORADEA;RO
ARPOPARK PROMOTION AG;7999;WINTERTHUR;CH
VIPPS*SKJALG LILLEENG;4829;OSLO;NO
TCL 69 LYO;4111;V25214012959�;FR
PAYPAL *BOLT.EU O 2411020;4789;5226223;EE
LA METROPOLE MOB;4111;K6QP8715L908�;FR
GOPAY  *KAVAPODEBRADY.EU;5499;PODEBRADY;CZ
WWW.ALFIES.CH;5411;41555391963;CH
BLAS;5812;DONEGAL TOWN;IE
STA-AG SPA;4111;BOZEN - BOLZA;IT
LIME*VIAJE EN3M;4789;ABU DHABI;AE
KING POWER DUTY FREE-SVB;5309;SAMUTPRAKAN;TH
SEASHEPHERD;8641;LAREN;NL
PAYDO;6012;ATHENS;GB
O17628554768912663 APP BR;9311;TORINO;IT
SPILNU;7995;ID:1761634701;DK
GOPAY  *RESTORIO.SK;5942;PRAHA 2;SK
CML*TAXI 68023;4121;BERKSHIRE;GB
ELEKTROMARKET;5732;DOMAZLICE;CZ
APPLO;4829;SNERTINGDAL;GB
NTP*BILETERIA;4131;BUCURESTI;RO
SUMUP  *MARIPOSA COFFE;5812;LJUBLJANA;SI
BABBEL.COM 158726943;8299;BERLIN;DE
NOMNOM ASIA MARKT;5411;GOETZIS;AT
LIDLL 112 TIENEN;5411;TIENEN;BE
LIME*FAHRT DIP6;4789;FRANKFURT;DE
PEKAREN MOTYCKY, MOTYC;5462;MOTYCKY;SK
HEROKU* OCT-87897199;5734;WWW.HEROKU.CO;US
1711672945630J372Q TELEPE;4784;MILANO;IT
GOANDFIND.ME* OY8EOK;5734;+3469133958;ES
GOPAY  *HA-FI.CZ;4814;OSTRAVA;CZ
KIK FIL 6764;5651;REGEN;DE
LIDL DIENSTLEISTUNG;5411;LEINEFELDE-WO;DE
UBER   *SHUGENGSHUS;5812;NEW TAIPEI;TW
1C45D HAYU;4899;DUBLIN 4;IE
42691 BARI - TANGENZIALE;5542;BARI;IT
3ACA5 HAYU;4899;DUBLIN 4;IE
BANDCAMPMOVINGPRESSUR;5815;BANDCAMPCOM;US
KLM##HASH##;3010;AMSTELVEEN;NL
RACEWAY 6746  59167460;5541;WEST COLUMBIA;US
CITY LINK;4131;GALWAY;IE
QATAR AIR0002109659813;3136;DOHA;FR
ONE -PECS;4812;PECS;HU
MAKLA CENTER;5411;STAINS;FR
FUNIVIE MADONNA DI CAM;4789;PINZOLO;IT
DELIJN##HASH##;4111;DL 5AMKJOVI;BE
LIME*PAYOFF QTIF;4789;MILAN;IT
ARRIVA NL - BUSSEN;4111;HEERENVEEN;NL
DR. MAX;5912;PRAHA 15 - HO;CZ
BLUSZCZ S.C.     70585;5812;GDYNIA;PL
BANDCAMP WHYPEOPLEDANCE;5815;BANDCAMPCOM;US
NYX*ALOISDALLMAYRAUTOM;5814;BALATONLELLE;HU
ANKER E'TTEREM;5812;GONYU;HU
LEGOLAND AS;7996;BILLUND;DK
TV NOVA 6138779140;4899;PRAHA 5;CZ
PAYPRO 448003688867;5734;ANTIVIRUS;GB
MOONPAY*PHANTOM 7583;6051;MOONPAY.COM;IE
A ESQUIPA;5812;O PINO;ES
FASHION ARUHAZ;5691;TAPOLCA;HU
BASKETBALL IRELAND;7941;TALLAGHT;IE
TOOGOODT QZX51BQJ4XQX0;5812;COPENHAGEN;DK
BANDCAMPEDDIERICHARDS;5735;BANDCAMP.CO;US
SUPER-PHARM GDANSK FOR;5912;GDANSK;PL
SPOD 14QN 444283496;5691;LEIPZIG;DE
KINDLE SVCS*HB9PR9M04;5735;353-12477631;LU
SPORTVISION;5941;CESKE BUDEJOV;CZ
REWE-MARKT LICHTEN;5411;HEILBAD HEILI;DE
R.GARROS GLACE;5814;PARIS;FR
ZASILKOVNA S.R.O. 8826;4215;KRALUPY/N/V;CZ
TCL 69 LYO;4111;V25248030273�;FR
GOPAY *MOUNTFIELD.CZ;5200;MNICHOVICE;CZ
[01/02] PULL&BEAR 10983;5699;WIEN;AT
DD97B ENTS;5815;DUBLIN 4;IE
NLOV##HASH##;4111;WWW.OVPAY.NL;NL
SPYROU ANGELIKI ARGYRI;5411;IALYSOS;GR
FOODORA_AT_NX0A-2541-M;5499;WIEN;AT
PETRA VIRAG;5992;DANSZENTMIKLO;HU
APPLE STORE #R654;5732;NEW YORK;US
NYX*NORDEXIM;5814;BUCURESTI;RO
LIME*JIZDA QQKO;7519;CZECH REPUBLI;CZ
PAYPAL *MOMOX SE;5942;35314369001;DE
DUBAI TAXI;4111;DUBAI;AE
FOODORA_AT_LCIX-A2YO;5499;WIEN;AT
GUMROAD* BIANCA STAN;5192;SAN FRANCISCO;US
MUELLER NUERNBERG 6-4;5912;NUERNBERG;DE
LA HUCHETTE;5812;CAROUGE;CH
PAYPAL *AIRBNB HMPXBHT;7011;35314369001;GB
GOPAY  *SVETPLODU.SK;5499;SVETPLODU.SK;CZ
PIAZZA MILANO;5137;TAPOLCA;HU
87544910 ZINZINO;5499;VAESTRA FROEL;SE
9019.7894.0377 AIB_ECO;7995;VALETTA;MT
TAMOIL 2168;5542;PADERNO DUGNA;IT
GOPAY  *SKVELAMODA.SK;5651;MALCOV;SK
GOPAY  *USUSIL.CZ;5499;PRAHA 10;CZ
CRV*LIDL HU 262 MARCAL;5411;DUBLIN;IE
OMV 7505;5541;MUNCHEN;DE
BERSHKA  PROMENADA C2;5651;BUCURESTI;RO
WWW.SOLASTAPAS.COM;5812;353669150766;IE
ARGENTINA STEAKHOUSE;5812;ZÜRICH;CH
WBQE7J-RDPP ILSA WEB;4112;IRYO.EU/;ES
ACS*21157105 THREE;4814;0107989541;NL
JMP S.A. BIEDRONKA 407;5411;BYTOM;PL
TV NOVA 2032818666;4899;PRAHA 5;CZ
BOOTS;5912;VICTORIA ST;GB
NOW 774E3 ENTERTAI;5815;LONDON;GB
REWE STEINEN/HOELL;5411;STEINEN;DE
HOFER DANKT;5411;LIENZ T;AT
LUB D KOH TAO;7011;SURATTHANI;TH
NYX*UKMASSAGECHAIRS;5499;INVERKEITHING;GB
SIXT CAR 2024-05-15 24;3355;PULLACH;DE
MOONPAY*MOONPAY 7080;6051;DUBILN;IE
SQ *TAXI;4121;BARCELONA;ES
STARBUCKS 06350;5814;THE WOODLANDS;US
9917625367;4899;BUCHAREST;RO
NYA*HEATHCHECK SERVICE;5499;BIRMINGHAM;GB
BOLT.EUD2510131101;5812;TALLINN;EE
CLUB NYX;5813;AMSTERDAM;NL
CAIRNINFO;7392;PARIS;FR
FOODORA_AT_Q7A0-AZXN;5499;WIEN;AT
PAUL;5462;REIMS;FR
GOPAY  *KALKARED.EU;5945;SEMILY;CZ
S-BAHN BERLIN GMBH;4111;BERLIN;DE
FOODORA_AT_VI6H-2518-L;5499;WIEN;AT
LIDL HU 200 GYOR;5411;GYOR;HU
NATIONAL TAXI;4121;DUBAI;AE
GOPAY *IDOKLAD.CZ;5734;APP.IDOKLAD.C;CZ
TV NOVA 6489558889;4899;PRAHA 5;CZ
CRV*PEPCO 3307 ZARNEST;5331;T DUBLIN;IE
SHELL 58 BARRACK ROAD;5541;DORSET;GB
ARAL TANKSTELLE 283742;5541;NEU-ISENBURG;DE
GOPAY  *JAGASTORE.SK;5942;JAGASTORE.SK;SK
WAL-MART #3209;5411;ELK RIVER;US
SINCLAIRS OYSTER BAR;5813;MANCHESTER;GB
GOPAY  *RAIJUCARII.RO;5945;BRATISLAVA;SK
HOTEL CITY WEISSENSTEI;7011;ST. GALLEN;CH
D5A78 HAYU;4899;DUBLIN 4;IE
UBER * MOTHERFLIPPIN;5812;82530118;TW
PAYPAL *WORDPRESS;4816;4029357733;US
MP341 HIPER MC BG;5411;NOVI BEOGRAD;RS
CONOCO - TA RAWLINS;5541;RAWLINS;US
TOTAL DEUTSCHLAND GMBH;5541;H BRUNN;DE
WHOLEFDS ONE #10696 00001;5411;NEW YORK;US
NATURASI';5499;PADOVA;IT
7UOCQK5LIDHF;4111;TOULOUSE CEDE;FR
FOODORA_AT_SQ9R-G8RC;5499;WIEN;AT
VALIDENT RADIOLOGIE SR;8011;ORADEA;RO
AVG *AGAP1607090102;5817;PRAGUE 4;CZ
ALDI 70896 RECEIPT NO.;5411;ATHERSTONE;GB
84400394 MOONEY DIGITAL B;4816;MILANO;IT
USCUSTOMS ESTA APPL PMT;9399;317-715-6776;US
LIME*RIDE XLOR;4789;BARANGAROO;AU
ALESSITA.COM;5967;888-8821063;US
MTA*NYCT PAYGO;4111;NEW YORK;US
NYX*PETRLAUBE;5499;PRAGUE;CZ
A15 PEDAGGI;4784;LIDO DI CAMAI;IT
HERTZ ITALIANA SPA;3357;ROMA;IT
LIDL DIENSTLEISTUNG;5411;AUGSBURG;DE
LA CUCINA NERA;5812;BRNO;CZ
DIRK ROSSMANN M;5399;ISTANBUL;TR
BEREN ROTTERDAM-ZUID;5812;ROTTERDAM;NL
GOPAY *NAFIALCE.CZ;7032;NAFIALCE.CZ;CZ
ACS*91828028 ORTEL;4814;PLEASEHELP.IO;NL
FONDS DE DOTATION BOUL;8398;LESQUIN;FR
SKYSHOWTIME F6A2A STAN;4899;AMSTERDAM;NL
GOPAY  *HLIDACKY.CZ;8351;PRAHA;CZ
BOLT.EU/O/2506141435;4121;TALLINN;EE
LULU HYPERMARKET LLC -;5411;AL RUSTAQ;OM
PAYPAL *SPOTIFY*P3C6CDE;5815;35314369001;SE
NYX*VERTEXVENDINGSERVI;5814;BIRKIRKARA;MT
